2024-06-23T22:09:25.826188 | SERVER_START | Juego_4 | 1 | 0 | 192.168.4.21 | n/a |  |
2024-06-23T22:10:49.850287 | SEND_TEAM_INFO | Juego_4 | 1 | 0 | 192.168.4.21 | n/a | NICK: notebook4 |
2024-06-23T22:10:49.850287 | SEND_TEAM_INFO | Juego_4 | 0 | 1 | 192.168.4.21 | n/a | NICK: notebook4 |
2024-06-23T22:10:46.597060 | GET_TEAM_DATA | Juego_4 | 0 | 1 | notebook4 | n/a |  |
2024-06-23T22:10:46.597060 | SELECT_TEAM | Juego_4 | 1 | 0 | notebook4 | n/a |  |
2024-06-23T22:10:54.842055 | TEAM_MANAGEMENT | Juego_4 | 1 | 0 | 192.168.4.21 | n/a | NICK: notebook4 |
2024-06-23T22:10:54.842055 | TEAM_MANAGEMENT | Juego_4 | 0 | 1 | 192.168.4.21 | n/a | REJECT: 0 |
2024-06-23T22:10:51.505872 | SELECT_TEAM | Juego_4 | 0 | 1 | notebook4 | 0 |  |
2024-06-23T22:10:56.527269 | GET_TEAM_DATA | Juego_4 | 1 | 0 | notebook4 | n/a |  |
2024-06-23T22:11:00.698802 | SEND_TEAM_INFO | Juego_4 | 1 | 0 | 192.168.4.21 | n/a | NICK: notebook4 |
2024-06-23T22:11:00.698802 | SEND_TEAM_INFO | Juego_4 | 0 | 1 | 192.168.4.21 | n/a | NICK: notebook4 |
2024-06-23T22:10:57.410072 | GET_TEAM_DATA | Juego_4 | 0 | 1 | notebook4 | n/a |  |
2024-06-23T22:10:57.410072 | SELECT_TEAM | Juego_4 | 1 | 0 | notebook4 | n/a |  |
2024-06-23T22:11:04.927658 | PLAYER_REG | Juego_4 | 1 | 0 | 192.168.4.21 | n/a | NICK: user1 |
2024-06-23T22:11:04.927658 | PLAYER_REG | Juego_4 | 0 | 1 | 192.168.4.21 | n/a | NICK: user1 |
2024-06-23T22:11:04.908128 | INI_CONEX | Juego_4 | 1 | 0 | user1 | n/a |  |
2024-06-23T22:11:06.182864 | INI_CONEX | Juego_4 | 0 | 1 | user1 | n/a |  |
2024-06-23T22:11:06.182864 | GET_TEAM_DATA | Juego_4 | 1 | 0 | user1 | n/a |  |
2024-06-23T22:11:07.571195 | GET_TEAM_DATA | Juego_4 | 0 | 1 | user1 | n/a |  |
2024-06-23T22:11:07.571195 | SELECT_TEAM | Juego_4 | 1 | 0 | user1 | n/a |  |
2024-06-23T22:11:16.334399 | TEAM_MANAGEMENT | Juego_4 | 1 | 0 | 192.168.4.21 | n/a | NICK: user1 |
2024-06-23T22:11:16.334399 | CREATE_NEW_TEAM | Juego_4 | 1 | 0 | 192.168.4.21 | n/a | CREATE_NEW_TEAM: 2 |
2024-06-23T22:11:16.334399 | CREATE_NEW_TEAM | Juego_4 | 0 | 1 | 192.168.4.21 | n/a | CREATE_NEW_TEAM: 2 |
2024-06-23T22:11:12.307304 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook1 | 0 | SEND_DICE |
2024-06-23T22:11:12.307304 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook2 | 0 | SEND_DICE |
2024-06-23T22:11:16.334399 | TEAM_MANAGEMENT | Juego_4 | 0 | 1 | 192.168.4.21 | n/a | GET_INTO_TEAM: 2 |
2024-06-23T22:11:16.335401 | GAME_RUNNING | Juego_4 | 1 | 0 | 192.168.4.21 | 0 | NPLAYERS: 3 |
2024-06-23T22:11:12.353864 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook3 | 0 | SEND_DICE |
2024-06-23T22:11:17.021053 | SELECT_TEAM | Juego_4 | 0 | 1 | user1 | 2 |  |
2024-06-23T22:11:23.535106 | TEAM_MANAGEMENT | Juego_4 | 1 | 0 | 192.168.4.21 | n/a | NICK: notebook4 |
2024-06-23T22:11:23.535106 | VOTE_MANAGEMENT | Juego_4 | 1 | 0 | 192.168.4.21 | 2 | NICK: notebook4 |
2024-06-23T22:11:21.499687 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook1 | 0 | SEND_DICE: 5 |
2024-06-23T22:11:23.139737 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook2 | 0 | SEND_DICE: 10 |
2024-06-23T22:11:27.651109 | GAME_ACTIONS | Juego_4 | 1 | 0 | user1 | 2 | VOTE_MANAGEMENT |
2024-06-23T22:11:24.937797 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook3 | 0 | SEND_DICE: 4 |
2024-06-23T22:11:29.393247 | GAME_RUNNING | Juego_4 | 0 | 1 | 192.168.4.21 | 0 | NPLAYERS: 3 |
2024-06-23T22:11:29.393247 | GAME_RUNNING | Juego_4 | 1 | 0 | 192.168.4.21 | 1 | NPLAYERS: 0 |
2024-06-23T22:11:35.449732 | GAME_ACTIONS | Juego_4 | 0 | 1 | user1 | 2 | VOTE_MANAGEMENT: notebook4 -> y |
2024-06-23T22:11:35.701112 | TEAM_MANAGEMENT | Juego_4 | 0 | 1 | 192.168.4.21 | n/a | GET_INTO_TEAM: 2 |
2024-06-23T22:11:32.101658 | SELECT_TEAM | Juego_4 | 0 | 1 | notebook4 | 2 |  |
2024-06-23T22:11:36.720673 | VOTE_MANAGEMENT | Juego_4 | 0 | 1 | 192.168.4.21 | 2 | NICK: notebook4 |
2024-06-23T22:11:36.720673 | VOTE_MANAGEMENT | Juego_4 | 0 | 1 | 192.168.4.21 | 2 | NICK: notebook4 |
2024-06-23T22:11:39.438921 | GAME_ACTIONS | Juego_4 | 1 | 0 | user1 | 2 | SEND_DICE |
2024-06-23T22:11:39.423202 | GAME_RUNNING | Juego_4 | 0 | 1 | 192.168.4.21 | 1 | NPLAYERS: 0 |
2024-06-23T22:11:39.423202 | GAME_RUNNING | Juego_4 | 1 | 0 | 192.168.4.21 | 2 | NPLAYERS: 2 |
2024-06-23T22:11:37.112792 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook4 | 2 | SEND_DICE |
2024-06-23T22:11:50.685212 | PLAYER_REG | Juego_4 | 1 | 0 | 192.168.4.21 | n/a | NICK: user2 |
2024-06-23T22:11:50.685212 | PLAYER_REG | Juego_4 | 0 | 1 | 192.168.4.21 | n/a | NICK: user2 |
2024-06-23T22:11:50.665167 | INI_CONEX | Juego_4 | 1 | 0 | user2 | n/a |  |
2024-06-23T22:11:52.051371 | SEND_TEAM_INFO | Juego_4 | 1 | 0 | 192.168.4.21 | n/a | NICK: user2 |
2024-06-23T22:11:52.036177 | INI_CONEX | Juego_4 | 0 | 1 | user2 | n/a |  |
2024-06-23T22:11:52.036177 | GET_TEAM_DATA | Juego_4 | 1 | 0 | user2 | n/a |  |
2024-06-23T22:11:53.550359 | GET_TEAM_DATA | Juego_4 | 0 | 1 | user2 | n/a |  |
2024-06-23T22:11:53.550359 | SELECT_TEAM | Juego_4 | 1 | 0 | user2 | n/a |  |
2024-06-23T22:11:54.883274 | TEAM_MANAGEMENT | Juego_4 | 1 | 0 | 192.168.4.21 | n/a | NICK: user2 |
2024-06-23T22:11:54.883274 | TEAM_MANAGEMENT | Juego_4 | 0 | 1 | 192.168.4.21 | n/a | GET_INTO_TEAM: 1 |
2024-06-23T22:11:56.260066 | SELECT_TEAM | Juego_4 | 0 | 1 | user2 | 1 |  |
2024-06-23T22:12:10.784694 | GAME_ACTIONS | Juego_4 | 0 | 1 | user1 | 2 | SEND_DICE: 2 |
2024-06-23T22:12:11.245811 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook4 | 2 | SEND_DICE: 4 |
2024-06-23T22:12:16.813715 | GAME_ACTIONS | Juego_4 | 1 | 0 | user1 | 2 | GET_GAME_STATS |
2024-06-23T22:12:12.687880 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook4 | 2 | GET_GAME_STATS |
2024-06-23T22:12:12.692883 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook1 | 0 | GET_GAME_STATS |
2024-06-23T22:12:16.797663 | SEND_GAME_STATS | Juego_4 | 1 | 0 | 192.168.4.21 |  |  |
2024-06-23T22:12:12.703971 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook2 | 0 | GET_GAME_STATS |
2024-06-23T22:12:16.797663 | SEND_GAME_STATS | Juego_4 | 0 | 1 | 192.168.4.21 |  | Team: 0 - Points 19 +Team: 1 - Points 0 +Team: 2 - Points 6 + |
2024-06-23T22:12:12.720462 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook3 | 0 | GET_GAME_STATS |
2024-06-23T22:12:16.890628 | GAME_ACTIONS | Juego_4 | 1 | 0 | user2 | 1 | GET_GAME_STATS |
2024-06-23T22:12:16.914280 | GAME_ACTIONS | Juego_4 | 0 | 1 | user2 | 1 | GET_GAME_STATS |
2024-06-23T22:12:12.968274 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook1 | 0 | GET_GAME_STATS |
2024-06-23T22:12:13.045831 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook4 | 2 | GET_GAME_STATS |
2024-06-23T22:12:13.061827 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook2 | 0 | GET_GAME_STATS |
2024-06-23T22:12:13.077834 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook3 | 0 | GET_GAME_STATS |
2024-06-23T22:12:18.843645 | GAME_RUNNING | Juego_4 | 1 | 0 | 192.168.4.21 | 0 | NPLAYERS: 3 |
2024-06-23T22:12:14.736877 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook3 | 0 | SEND_DICE |
2024-06-23T22:12:14.767402 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook2 | 0 | SEND_DICE |
2024-06-23T22:12:21.593251 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook1 | 0 | SEND_DICE: 5 |
2024-06-23T22:12:23.183207 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook2 | 0 | SEND_DICE: 9 |
2024-06-23T22:12:24.581092 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook3 | 0 | SEND_DICE: 8 |
2024-06-23T22:12:28.875113 | GAME_RUNNING | Juego_4 | 0 | 1 | 192.168.4.21 | 0 | NPLAYERS: 3 |
2024-06-23T22:12:28.875113 | GAME_RUNNING | Juego_4 | 1 | 0 | 192.168.4.21 | 1 | NPLAYERS: 1 |
2024-06-23T22:12:28.920938 | GAME_ACTIONS | Juego_4 | 1 | 0 | user2 | 1 | SEND_DICE |
2024-06-23T22:12:31.240128 | GAME_ACTIONS | Juego_4 | 0 | 1 | user2 | 1 | SEND_DICE: 10 |
2024-06-23T22:12:38.893377 | GAME_RUNNING | Juego_4 | 0 | 1 | 192.168.4.21 | 1 | NPLAYERS: 1 |
2024-06-23T22:12:38.924293 | GAME_ACTIONS | Juego_4 | 1 | 0 | user1 | 2 | SEND_DICE |
2024-06-23T22:12:38.893377 | GAME_RUNNING | Juego_4 | 1 | 0 | 192.168.4.21 | 2 | NPLAYERS: 2 |
2024-06-23T22:12:34.841694 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook4 | 2 | SEND_DICE |
2024-06-23T22:12:39.579387 | GAME_ACTIONS | Juego_4 | 0 | 1 | user1 | 2 | SEND_DICE: 5 |
2024-06-23T22:12:39.684040 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook4 | 2 | SEND_DICE: 8 |
2024-06-23T22:12:48.925333 | GAME_RUNNING | Juego_4 | 0 | 1 | 192.168.4.21 | 2 | NPLAYERS: 2 |
2024-06-23T22:12:48.988825 | GAME_ACTIONS | Juego_4 | 1 | 0 | user2 | 1 | GET_GAME_STATS |
2024-06-23T22:12:48.925333 | SEND_GAME_STATS | Juego_4 | 1 | 0 | 192.168.4.21 |  |  |
2024-06-23T22:12:44.857420 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook3 | 0 | GET_GAME_STATS |
2024-06-23T22:12:44.857420 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook2 | 0 | GET_GAME_STATS |
2024-06-23T22:12:48.925333 | SEND_GAME_STATS | Juego_4 | 0 | 1 | 192.168.4.21 |  | Team: 0 - Points 41 +Team: 1 - Points 10 +Team: 2 - Points 19 + |
2024-06-23T22:12:48.974775 | GAME_ACTIONS | Juego_4 | 0 | 1 | user1 | 2 | GET_GAME_STATS |
2024-06-23T22:12:44.873425 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook4 | 2 | GET_GAME_STATS |
2024-06-23T22:12:44.873425 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook1 | 0 | GET_GAME_STATS |
2024-06-23T22:12:49.223766 | GAME_ACTIONS | Juego_4 | 0 | 1 | user2 | 1 | GET_GAME_STATS |
2024-06-23T22:12:45.140104 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook2 | 0 | GET_GAME_STATS |
2024-06-23T22:12:45.155641 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook3 | 0 | GET_GAME_STATS |
2024-06-23T22:12:45.170640 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook1 | 0 | GET_GAME_STATS |
2024-06-23T22:12:45.231671 | GAME_ACTIONS | Juego_4 | 0 | 1 | notebook4 | 2 | GET_GAME_STATS |
2024-06-23T22:12:51.028082 | GAME_ACTIONS | Juego_4 | 1 | 0 | user2 | 1 | END_GAME |
2024-06-23T22:12:50.966007 | SEND_GAME_END | Juego_4 | 0 | 1 | 192.168.4.21 |  |  |
2024-06-23T22:12:46.908889 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook3 | 0 | END_GAME |
2024-06-23T22:12:46.938896 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook1 | 0 | END_GAME |
2024-06-23T22:12:46.986445 | GAME_ACTIONS | Juego_4 | 1 | 0 | notebook2 | 0 | END_GAME |
