2024-06-23T22:03:42.616477 | SERVER_START | Juego_1 | 1 | 0 | 192.168.4.21 | n/a |  |
2024-06-23T22:06:03.808354 | CREATE_NEW_TEAM | Juego_1 | 1 | 0 | 192.168.4.21 | n/a | CREATE_NEW_TEAM: 2 |
2024-06-23T22:06:03.808354 | CREATE_NEW_TEAM | Juego_1 | 0 | 1 | 192.168.4.21 | n/a | CREATE_NEW_TEAM: 2 |
2024-06-23T22:06:03.808861 | TEAM_MANAGEMENT | Juego_1 | 0 | 1 | 192.168.4.21 | n/a | GET_INTO_TEAM: 2 |
2024-06-23T22:06:03.138183 | GAME_ACTIONS | Juego_1 | 0 | 1 | notebook1 | 1 | SEND_DICE: 2 |
2024-06-23T22:06:08.790804 | GAME_RUNNING | Juego_1 | 0 | 1 | 192.168.4.21 | 1 | NPLAYERS: 1 |
2024-06-23T22:06:08.790804 | GAME_RUNNING | Juego_1 | 1 | 0 | 192.168.4.21 | 2 | NPLAYERS: 1 |
2024-06-23T22:06:08.868690 | SELECT_TEAM | Juego_1 | 0 | 1 | user2 | 2 |  |
2024-06-23T22:06:13.897729 | GAME_ACTIONS | Juego_1 | 1 | 0 | user2 | 2 | SEND_DICE |
2024-06-23T22:06:15.782588 | INI_CONEX | Juego_1 | 1 | 0 | notebook2 | n/a |  |
2024-06-23T22:06:19.956697 | PLAYER_REG | Juego_1 | 1 | 0 | 192.168.4.21 | n/a | NICK: notebook2 |
2024-06-23T22:06:19.956697 | PLAYER_REG | Juego_1 | 0 | 1 | 192.168.4.21 | n/a | NICK: notebook2 |
2024-06-23T22:06:20.009012 | INI_CONEX | Juego_1 | 0 | 1 | notebook2 | n/a |  |
2024-06-23T22:06:20.009012 | GET_TEAM_DATA | Juego_1 | 1 | 0 | notebook2 | n/a |  |
2024-06-23T22:06:24.177698 | SEND_TEAM_INFO | Juego_1 | 1 | 0 | 192.168.4.21 | n/a | NICK: notebook2 |
2024-06-23T22:06:24.177698 | SEND_TEAM_INFO | Juego_1 | 0 | 1 | 192.168.4.21 | n/a | NICK: notebook2 |
2024-06-23T22:06:24.333163 | GET_TEAM_DATA | Juego_1 | 0 | 1 | notebook2 | n/a |  |
2024-06-23T22:06:24.333163 | SELECT_TEAM | Juego_1 | 1 | 0 | notebook2 | n/a |  |
2024-06-23T22:06:29.660876 | GAME_ACTIONS | Juego_1 | 0 | 1 | user2 | 2 | SEND_DICE: 2 |
2024-06-23T22:06:31.003847 | GAME_ACTIONS | Juego_1 | 1 | 0 | user1 | 0 | GET_GAME_STATS |
2024-06-23T22:06:30.972586 | SEND_GAME_STATS | Juego_1 | 1 | 0 | 192.168.4.21 |  |  |
2024-06-23T22:06:30.972586 | SEND_GAME_STATS | Juego_1 | 0 | 1 | 192.168.4.21 |  | Team: 0 - Points 2 +Team: 1 - Points 2 +Team: 2 - Points 2 + |
2024-06-23T22:06:26.944329 | GAME_ACTIONS | Juego_1 | 1 | 0 | notebook1 | 1 | GET_GAME_STATS |
2024-06-23T22:06:31.026908 | GAME_ACTIONS | Juego_1 | 0 | 1 | user1 | 0 | GET_GAME_STATS |
2024-06-23T22:06:31.226877 | GAME_ACTIONS | Juego_1 | 0 | 1 | user2 | 2 | GET_GAME_STATS |
2024-06-23T22:06:27.195426 | GAME_ACTIONS | Juego_1 | 0 | 1 | notebook1 | 1 | GET_GAME_STATS |
2024-06-23T22:06:33.023217 | GAME_RUNNING | Juego_1 | 1 | 0 | 192.168.4.21 | 0 | NPLAYERS: 1 |
2024-06-23T22:06:33.085936 | GAME_ACTIONS | Juego_1 | 1 | 0 | user1 | 0 | SEND_DICE |
2024-06-23T22:06:37.030468 | TEAM_MANAGEMENT | Juego_1 | 1 | 0 | 192.168.4.21 | n/a | NICK: notebook2 |
2024-06-23T22:06:37.030468 | VOTE_MANAGEMENT | Juego_1 | 1 | 0 | 192.168.4.21 | 2 | NICK: notebook2 |
2024-06-23T22:06:37.092716 | GAME_ACTIONS | Juego_1 | 1 | 0 | user2 | 2 | VOTE_MANAGEMENT |
2024-06-23T22:06:41.112409 | GAME_ACTIONS | Juego_1 | 0 | 1 | user2 | 2 | VOTE_MANAGEMENT: notebook2 -> y |
2024-06-23T22:06:42.100825 | TEAM_MANAGEMENT | Juego_1 | 0 | 1 | 192.168.4.21 | n/a | GET_INTO_TEAM: 2 |
2024-06-23T22:06:43.131813 | VOTE_MANAGEMENT | Juego_1 | 0 | 1 | 192.168.4.21 | 2 | NICK: notebook2 |
2024-06-23T22:06:43.131813 | VOTE_MANAGEMENT | Juego_1 | 0 | 1 | 192.168.4.21 | 2 | NICK: notebook2 |
2024-06-23T22:06:43.711465 | GAME_ACTIONS | Juego_1 | 0 | 1 | user1 | 0 | SEND_DICE: 7 |
2024-06-23T22:06:41.337033 | SELECT_TEAM | Juego_1 | 0 | 1 | notebook2 | 2 |  |
2024-06-23T22:06:46.089705 | GAME_RUNNING | Juego_1 | 0 | 1 | 192.168.4.21 | 0 | NPLAYERS: 1 |
2024-06-23T22:06:46.089705 | GAME_RUNNING | Juego_1 | 1 | 0 | 192.168.4.21 | 1 | NPLAYERS: 1 |
2024-06-23T22:06:42.063785 | GAME_ACTIONS | Juego_1 | 1 | 0 | notebook1 | 1 | SEND_DICE |
2024-06-23T22:06:43.983024 | GAME_ACTIONS | Juego_1 | 0 | 1 | notebook1 | 1 | SEND_DICE: 5 |
2024-06-23T22:06:56.142378 | GAME_ACTIONS | Juego_1 | 1 | 0 | user2 | 2 | SEND_DICE |
2024-06-23T22:06:56.111597 | GAME_RUNNING | Juego_1 | 0 | 1 | 192.168.4.21 | 1 | NPLAYERS: 1 |
2024-06-23T22:06:56.111597 | GAME_RUNNING | Juego_1 | 1 | 0 | 192.168.4.21 | 2 | NPLAYERS: 2 |
2024-06-23T22:06:52.172721 | GAME_ACTIONS | Juego_1 | 1 | 0 | notebook2 | 2 | SEND_DICE |
2024-06-23T22:06:58.911753 | GAME_ACTIONS | Juego_1 | 0 | 1 | user2 | 2 | SEND_DICE: 9 |
2024-06-23T22:06:56.995259 | GAME_ACTIONS | Juego_1 | 0 | 1 | notebook2 | 2 | SEND_DICE: 6 |
2024-06-23T22:07:06.136861 | GAME_RUNNING | Juego_1 | 0 | 1 | 192.168.4.21 | 2 | NPLAYERS: 2 |
2024-06-23T22:07:06.152908 | GAME_ACTIONS | Juego_1 | 1 | 0 | user2 | 2 | GET_GAME_STATS |
2024-06-23T22:07:06.136861 | SEND_GAME_STATS | Juego_1 | 1 | 0 | 192.168.4.21 |  |  |
2024-06-23T22:07:06.136861 | SEND_GAME_STATS | Juego_1 | 0 | 1 | 192.168.4.21 |  | Team: 0 - Points 9 +Team: 1 - Points 7 +Team: 2 - Points 17 + |
2024-06-23T22:07:02.040015 | GAME_ACTIONS | Juego_1 | 1 | 0 | notebook1 | 1 | GET_GAME_STATS |
2024-06-23T22:07:02.072651 | GAME_ACTIONS | Juego_1 | 1 | 0 | notebook2 | 2 | GET_GAME_STATS |
2024-06-23T22:07:06.229489 | GAME_ACTIONS | Juego_1 | 1 | 0 | user1 | 0 | GET_GAME_STATS |
2024-06-23T22:07:02.166893 | GAME_ACTIONS | Juego_1 | 0 | 1 | notebook1 | 1 | GET_GAME_STATS |
2024-06-23T22:07:06.417492 | GAME_ACTIONS | Juego_1 | 0 | 1 | user1 | 0 | GET_GAME_STATS |
2024-06-23T22:07:02.371993 | GAME_ACTIONS | Juego_1 | 0 | 1 | notebook2 | 2 | GET_GAME_STATS |
2024-06-23T22:07:08.182910 | GAME_RUNNING | Juego_1 | 1 | 0 | 192.168.4.21 | 0 | NPLAYERS: 1 |
2024-06-23T22:07:08.213744 | GAME_ACTIONS | Juego_1 | 1 | 0 | user1 | 0 | SEND_DICE |
2024-06-23T22:07:05.373198 | INI_CONEX | Juego_1 | 1 | 0 | notebook3 | n/a |  |
2024-06-23T22:07:09.539466 | PLAYER_REG | Juego_1 | 1 | 0 | 192.168.4.21 | n/a | NICK: notebook3 |
2024-06-23T22:07:09.539466 | PLAYER_REG | Juego_1 | 0 | 1 | 192.168.4.21 | n/a | NICK: notebook3 |
2024-06-23T22:07:10.395617 | INI_CONEX | Juego_1 | 0 | 1 | notebook3 | n/a |  |
2024-06-23T22:07:10.395617 | GET_TEAM_DATA | Juego_1 | 1 | 0 | notebook3 | n/a |  |
2024-06-23T22:07:14.564727 | SEND_TEAM_INFO | Juego_1 | 1 | 0 | 192.168.4.21 | n/a | NICK: notebook3 |
2024-06-23T22:07:14.564727 | SEND_TEAM_INFO | Juego_1 | 0 | 1 | 192.168.4.21 | n/a | NICK: notebook3 |
2024-06-23T22:07:15.546079 | GET_TEAM_DATA | Juego_1 | 0 | 1 | notebook3 | n/a |  |
2024-06-23T22:07:15.546079 | SELECT_TEAM | Juego_1 | 1 | 0 | notebook3 | n/a |  |
2024-06-23T22:07:21.950970 | TEAM_MANAGEMENT | Juego_1 | 1 | 0 | 192.168.4.21 | n/a | NICK: notebook3 |
2024-06-23T22:07:17.855391 | SELECT_TEAM | Juego_1 | 0 | 1 | notebook3 | 3 |  |
2024-06-23T22:07:22.861427 | GET_TEAM_DATA | Juego_1 | 1 | 0 | notebook3 | n/a |  |
2024-06-23T22:07:27.032320 | SEND_TEAM_INFO | Juego_1 | 1 | 0 | 192.168.4.21 | n/a | NICK: notebook3 |
2024-06-23T22:07:27.032320 | SEND_TEAM_INFO | Juego_1 | 0 | 1 | 192.168.4.21 | n/a | NICK: notebook3 |
2024-06-23T22:07:28.044144 | GET_TEAM_DATA | Juego_1 | 0 | 1 | notebook3 | n/a |  |
2024-06-23T22:07:28.044144 | SELECT_TEAM | Juego_1 | 1 | 0 | notebook3 | n/a |  |
2024-06-23T22:07:34.006749 | TEAM_MANAGEMENT | Juego_1 | 1 | 0 | 192.168.4.21 | n/a | NICK: notebook3 |
2024-06-23T22:07:34.006749 | VOTE_MANAGEMENT | Juego_1 | 1 | 0 | 192.168.4.21 | 2 | NICK: notebook3 |
2024-06-23T22:07:38.457490 | GAME_ACTIONS | Juego_1 | 1 | 0 | user2 | 2 | VOTE_MANAGEMENT |
2024-06-23T22:07:34.364309 | GAME_ACTIONS | Juego_1 | 1 | 0 | notebook2 | 2 | VOTE_MANAGEMENT |
2024-06-23T22:07:38.900808 | GAME_ACTIONS | Juego_1 | 0 | 1 | notebook2 | 2 | VOTE_MANAGEMENT: notebook3 -> y |
2024-06-23T22:07:46.393869 | GAME_ACTIONS | Juego_1 | 0 | 1 | user2 | 2 | VOTE_MANAGEMENT: notebook3 -> y |
2024-06-23T22:07:46.581936 | TEAM_MANAGEMENT | Juego_1 | 0 | 1 | 192.168.4.21 | n/a | GET_INTO_TEAM: 2 |
2024-06-23T22:07:47.611934 | VOTE_MANAGEMENT | Juego_1 | 0 | 1 | 192.168.4.21 | 2 | NICK: notebook3 |
2024-06-23T22:07:47.611934 | VOTE_MANAGEMENT | Juego_1 | 0 | 1 | 192.168.4.21 | 2 | NICK: notebook3 |
2024-06-23T22:07:47.611934 | VOTE_MANAGEMENT | Juego_1 | 0 | 1 | 192.168.4.21 | 2 | NICK: notebook3 |
2024-06-23T22:07:48.798718 | GAME_ACTIONS | Juego_1 | 0 | 1 | user1 | 0 | SEND_DICE: 10 |
2024-06-23T22:07:44.880272 | SELECT_TEAM | Juego_1 | 0 | 1 | notebook3 | 2 |  |
2024-06-23T22:07:51.677871 | GAME_RUNNING | Juego_1 | 0 | 1 | 192.168.4.21 | 0 | NPLAYERS: 1 |
2024-06-23T22:07:47.580767 | GAME_ACTIONS | Juego_1 | 1 | 0 | notebook1 | 1 | SEND_DICE |
2024-06-23T22:07:51.677871 | GAME_RUNNING | Juego_1 | 1 | 0 | 192.168.4.21 | 1 | NPLAYERS: 1 |
2024-06-23T22:07:50.819554 | GAME_ACTIONS | Juego_1 | 0 | 1 | notebook1 | 1 | SEND_DICE: 10 |
2024-06-23T22:08:01.751587 | GAME_ACTIONS | Juego_1 | 1 | 0 | user2 | 2 | SEND_DICE |
2024-06-23T22:08:01.705913 | GAME_RUNNING | Juego_1 | 0 | 1 | 192.168.4.21 | 1 | NPLAYERS: 1 |
2024-06-23T22:08:01.705913 | GAME_RUNNING | Juego_1 | 1 | 0 | 192.168.4.21 | 2 | NPLAYERS: 3 |
2024-06-23T22:07:57.642500 | GAME_ACTIONS | Juego_1 | 1 | 0 | notebook3 | 2 | SEND_DICE |
2024-06-23T22:07:57.658501 | GAME_ACTIONS | Juego_1 | 1 | 0 | notebook2 | 2 | SEND_DICE |
2024-06-23T22:08:01.235799 | GAME_ACTIONS | Juego_1 | 0 | 1 | notebook2 | 2 | SEND_DICE: 2 |
2024-06-23T22:08:02.883542 | GAME_ACTIONS | Juego_1 | 0 | 1 | notebook3 | 2 | SEND_DICE: 9 |
2024-06-23T22:08:10.360874 | GAME_ACTIONS | Juego_1 | 0 | 1 | user2 | 2 | SEND_DICE: 3 |
2024-06-23T22:08:11.755392 | GAME_ACTIONS | Juego_1 | 1 | 0 | user1 | 0 | GET_GAME_STATS |
2024-06-23T22:08:11.724221 | SEND_GAME_STATS | Juego_1 | 1 | 0 | 192.168.4.21 |  |  |
2024-06-23T22:08:11.724221 | SEND_GAME_STATS | Juego_1 | 0 | 1 | 192.168.4.21 |  | Team: 0 - Points 19 +Team: 1 - Points 17 +Team: 2 - Points 31 + |
2024-06-23T22:08:07.676712 | GAME_ACTIONS | Juego_1 | 1 | 0 | notebook3 | 2 | GET_GAME_STATS |
2024-06-23T22:08:07.691732 | GAME_ACTIONS | Juego_1 | 1 | 0 | notebook1 | 1 | GET_GAME_STATS |
2024-06-23T22:08:07.707277 | GAME_ACTIONS | Juego_1 | 1 | 0 | notebook2 | 2 | GET_GAME_STATS |
2024-06-23T22:08:11.773477 | GAME_ACTIONS | Juego_1 | 0 | 1 | user1 | 0 | GET_GAME_STATS |
2024-06-23T22:08:11.850559 | GAME_ACTIONS | Juego_1 | 0 | 1 | user2 | 2 | GET_GAME_STATS |
2024-06-23T22:08:07.972356 | GAME_ACTIONS | Juego_1 | 0 | 1 | notebook3 | 2 | GET_GAME_STATS |
2024-06-23T22:08:08.002877 | GAME_ACTIONS | Juego_1 | 0 | 1 | notebook1 | 1 | GET_GAME_STATS |
2024-06-23T22:08:08.018875 | GAME_ACTIONS | Juego_1 | 0 | 1 | notebook2 | 2 | GET_GAME_STATS |
2024-06-23T22:08:13.850825 | GAME_ACTIONS | Juego_1 | 1 | 0 | user2 | 2 | END_GAME |
2024-06-23T22:08:13.834376 | GAME_ACTIONS | Juego_1 | 1 | 0 | user1 | 0 | END_GAME |
2024-06-23T22:08:13.771362 | SEND_GAME_END | Juego_1 | 1 | 0 | 192.168.4.21 |  |  |
2024-06-23T22:08:13.771362 | SEND_GAME_END | Juego_1 | 0 | 1 | 192.168.4.21 |  |  |
2024-06-23T22:08:09.722369 | GAME_ACTIONS | Juego_1 | 1 | 0 | notebook2 | 2 | END_GAME |
2024-06-23T22:08:09.722369 | GAME_ACTIONS | Juego_1 | 1 | 0 | notebook3 | 2 | END_GAME |
2024-06-23T22:08:09.769377 | GAME_ACTIONS | Juego_1 | 1 | 0 | notebook1 | 1 | END_GAME |
